ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude,LOCATION Altitude-google,LOCATION Altitude-atmospheric pressure,LOCATION Speed,LOCATION Accuracy,LOCATION ORIENTATION,Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-0.658,1.6259,9.1011,-0.8138,2.0076,9.5644,0.4058,-0.3188,0.0121,0.0131,-0.018,2.00E-04,3475,-71.14,-25.04,32.15,115.35,-11.81,4.86,3.1,983.23,60.782,42.49102,-83.436035,769.3,891.2043947,,66.24,10.374194,178.3,16 / 19,253019,2018-07-24 13:19:36:607
-0.6317,1.4046,9.8608,-0.6809,1.7244,9.6298,0.1709,-0.5179,-0.2424,-0.0096,-0.0046,-0.0059,3486,-71.17,-25.45,34.98,115.04,-10.51,4.16,3.1,983.22,62.45,42.490864,-83.436035,768.23,891.2043947,,64.04,10.374194,178.9,16 / 19,253518,2018-07-24 13:19:37:106
-0.7944,1.1904,10.1886,-0.7786,1.4799,9.663,0.0865,-0.4373,0.2152,-0.0021,0.049,-0.0099,3487,-69.44,-23.89,33.41,114.2,-9.14,4.45,3.1,983.24,62.115,42.490864,-83.436035,768.23,891.2043947,,64.04,10.374194,178.9,16 / 19,254018,2018-07-24 13:19:37:606
-1.0624,0.8734,10.0235,-0.8839,1.3829,9.6683,-0.0063,-0.3929,0.3804,0.0356,-0.0164,0.0042,3483,-68.28,-24.35,34.2,114.47,-8.11,5.22,3.1,983.29,60.982,42.49071,-83.436035,768.64,891.2043947,,60.52,10.374194,179.3,15 / 19,254519,2018-07-24 13:19:38:107
-1.0026,1.0349,9.411,-0.8418,1.2406,9.6914,0.0188,-0.2559,0.0459,-0.0119,0.0074,0.0029,3479,-68.46,-24.78,34.82,114.88,-7.38,4.93,3.1,983.31,61.971,42.49071,-83.436035,768.64,891.2043947,,60.52,10.374194,179.3,15 / 19,255019,2018-07-24 13:19:38:607
-0.6018,0.7406,10.6074,-0.8686,1.1673,9.6981,-0.1405,-0.7972,-0.1097,-0.0228,0.0081,0.0026,3495,-69.41,-23.84,33.75,113.52,-6.84,5.12,3.1,983.38,61.265,42.490578,-83.43603,769.29,891.2043947,,55.22,10.374194,179.2,15 / 19,255518,2018-07-24 13:19:39:106
-0.9224,0.5874,10.4184,-0.9027,0.9788,9.7158,-0.0876,-0.6211,0.2472,-0.0019,0.0064,0.0083,3513,-69.19,-25.34,32.2,112.56,-5.9,5.16,3.1,983.44,62.225,42.490578,-83.43603,769.29,891.2043947,,55.22,10.374194,179.2,15 / 19,256019,2018-07-24 13:19:39:607
-0.8519,0.4068,9.8381,-0.9131,0.974,9.7153,0.0995,-0.7397,0.3437,0.0252,-0.0302,0.0123,3498,-68.36,-24.33,31.48,113.12,-5.66,5.65,3.1,983.52,63.803,42.49045,-83.43603,771.53,891.2043947,,49.39,10.374194,178.8,16 / 19,256518,2018-07-24 13:19:40:106
-0.536,0.3278,9.1382,-0.7628,0.902,9.7352,0.1458,-0.547,-0.3128,-0.0033,-0.0299,0.0024,3510,-68.25,-24.61,32.81,113.66,-5.42,4.66,3.1,983.57,62.074,42.49045,-83.43603,771.53,891.2043947,,49.39,10.374194,178.8,16 / 19,257018,2018-07-24 13:19:40:606
-0.6377,0.1161,8.4036,-0.7485,0.8417,9.7417,0.3283,-0.4323,0.0631,-0.0093,0.0284,-0.0121,3495,-68.5,-25.68,30.98,113.91,-4.92,4.39,3.1,983.61,62.098,42.490353,-83.43601,771.57,891.2043947,,41.94,10.374194,178.3,15 / 19,257518,2018-07-24 13:19:41:106
0.3242,0.3242,7.657,-0.6615,0.9264,9.7404,0.3471,0.1447,-0.1597,0.0406,-0.0292,0.0061,3480,-69.2,-25.21,31.18,112.9,-5.12,4.2,3.1,983.65,65.84,42.490353,-83.43601,771.57,891.2043947,,41.94,10.374194,178.3,15 / 19,258018,2018-07-24 13:19:41:606
-0.2967,0.7155,13.4369,-0.5529,0.8154,9.757,-0.1558,-0.2005,1.5997,0.0197,-0.0084,0.0058,3029,-69.62,-23.44,31.51,110.83,-4.77,3.24,3.1,983.63,67.493,42.49027,-83.43603,771.64,891.2043947,,34.24,10.374194,178.9,15 / 19,258518,2018-07-24 13:19:42:106
-0.4989,0.524,9.5246,-0.4477,0.7678,9.7663,-0.0136,-0.3797,0.0968,-0.071,-0.0186,0.008,2614,-71.2,-23.72,33.92,111.38,-4.93,2.75,3.1,983.68,69.075,42.49027,-83.43603,771.64,891.2043947,,34.24,10.374194,178.9,15 / 19,259018,2018-07-24 13:19:42:606
0.0766,0.3541,9.4732,-0.4302,0.6588,9.775,0.5139,-0.2817,-0.689,-0.0368,0.0455,-0.0087,2982,-71.04,-25.55,31.61,112.15,-3.85,2.52,3.1,983.7,63.834,42.4902,-83.43601,772.52,891.2043947,,27.65,10.374194,178.5,15 / 19,259518,2018-07-24 13:19:43:106
-0.9607,0.1041,9.1454,-0.5677,0.6365,9.7695,-0.0293,-0.3496,-1.3225,0.0285,0.0464,0,3319,-70.36,-23.69,31.9,111.04,-3.65,3.09,3.1,983.7,63.62,42.4902,-83.43601,772.52,891.2043947,,27.65,10.374194,178.5,15 / 19,260019,2018-07-24 13:19:43:607
-0.8949,0.8148,10.1671,-0.6993,0.7934,9.7495,8.00E-04,-0.0173,-0.0459,0.0064,0.0041,0.01,3501,-72.02,-23.84,32.73,111.21,-4.57,4.1,3.1,983.74,57.661,42.49015,-83.43601,773.77,891.2043947,,20.45,10.374194,178.7,15 / 19,260518,2018-07-24 13:19:44:106
-0.7202,0.9093,10.4495,-0.7125,0.7587,9.7513,-0.0577,0.1586,0.1058,-0.0223,0.0164,-7.00E-04,3568,-70.18,-23.45,32.17,110.95,-4.57,4.06,3.1,983.72,59.606,42.49015,-83.43601,773.77,891.2043947,,20.45,10.374194,178.7,15 / 19,261019,2018-07-24 13:19:44:607
-0.652,1.5123,10.0606,-0.6977,0.7831,9.7504,-0.0472,0.7766,-0.3115,-0.0253,0.0186,-3.00E-04,3602,-70.01,-22.74,31.66,110.96,-4.58,4.09,3.1,983.73,53.328,42.49012,-83.43601,773.04,891.2043947,,14.69,10.374194,177.4,16 / 19,261519,2018-07-24 13:19:45:107
-0.6951,2.2672,9.7197,-0.7295,1.0326,9.7248,-0.1328,1.1555,-0.5356,0.0153,0.0213,-0.0036,3609,-66.47,-27.75,25.51,115.7,-5.39,4.18,3.1,983.75,55.308,42.49012,-83.43601,773.04,891.2043947,,14.69,10.374194,177.4,16 / 19,262019,2018-07-24 13:19:45:607
-1.0182,2.4048,9.7902,-0.8392,1.4387,9.6642,-0.1979,1.009,-0.298,0.0197,4.00E-04,-0.0031,3591,-66.55,-25.65,27.49,115.35,-8.44,4.96,3.1,983.73,51.489,42.490093,-83.436005,773.59,891.2043947,,10.58,10.374194,177.3,16 / 19,262520,2018-07-24 13:19:46:108
-1.3185,4.0594,9.0568,-0.9111,1.7927,9.5983,-0.5015,2.3935,-0.5752,-0.0156,0.0028,-0.004,3572,-66.14,-24.56,27.65,116.62,-10.31,5.32,3.1,983.72,54.673,42.490093,-83.436005,773.59,891.2043947,,10.58,10.374194,177.3,16 / 19,263019,2018-07-24 13:19:46:607
-1.2694,4.3873,9.259,-0.9855,2.3604,9.4672,-0.3114,1.9755,-1.139,-0.012,-0.0165,0.0033,3587,-68.09,-26.78,27.86,118.01,-13.54,5.97,3.1,983.72,55.397,42.490063,-83.436005,773.65,891.2043947,,10.51,10.374194,178,16 / 19,263520,2018-07-24 13:19:47:108
-1.3316,4.3992,9.0018,-0.9774,2.6222,9.3989,-0.2922,1.493,-0.2317,-0.0037,-0.0063,-7.00E-04,3602,-67.45,-27.84,28.36,119.57,-15.24,5.94,3.1,983.72,59.469,42.490063,-83.436005,773.65,891.2043947,,10.51,10.374194,178,16 / 19,264018,2018-07-24 13:19:47:606
-1.5529,3.935,9.9087,-1.0357,2.6843,9.3751,-0.4175,1.0003,0.4246,-0.0601,0.0367,-0.0119,3606,-65.65,-25.3,28.2,118.29,-15.89,6.3,3.1,983.68,60.269,42.49003,-83.43601,773.52,891.2043947,,16.2,10.374194,178.3,16 / 19,264518,2018-07-24 13:19:48:106
-0.987,3.8716,9.4493,-1.07,2.8129,9.3334,-0.2061,0.8685,0.3129,-0.0365,-0.01,-0.0025,3606,-69.4,-23.77,32.82,117.99,-16.56,6.33,3.1,983.66,58.117,42.49003,-83.43601,773.52,891.2043947,,16.2,10.374194,178.3,16 / 19,265018,2018-07-24 13:19:48:606
-0.8255,3.7017,9.6574,-1.0538,2.9393,9.2963,-0.1001,0.6233,0.0166,0.0019,0.0163,-0.0029,3605,-67.81,-23.4,33.48,118.08,-17.44,6.47,3.1,983.64,62.483,42.489967,-83.436005,774.67,891.2043947,,21.6,10.374194,178.3,16 / 19,265519,2018-07-24 13:19:49:107
-1.2742,3.3464,10.5332,-1.0665,2.9233,9.2998,0.0993,0.4828,0.7466,0.0058,-0.0078,7.00E-04,3603,-67.81,-22.45,30.78,116.96,-17.33,6.67,3.1,983.59,63.887,42.489967,-83.436005,774.67,891.2043947,,21.6,10.374194,178.3,16 / 19,266018,2018-07-24 13:19:49:606
-0.5013,3.1597,9.8584,-1.0483,2.9804,9.2838,-0.0377,0.3484,-0.1182,-0.0782,-0.0035,-0.0081,3599,-68.46,-23.65,34.46,119.26,-18.08,6.52,3.1,983.6,67.338,42.489906,-83.436005,774.22,891.2043947,,25.81,10.374194,178.7,16 / 19,266519,2018-07-24 13:19:50:107
-1.2096,3.9529,8.3737,-1.0359,3.2199,9.2049,-0.1438,0.407,-0.4344,0.0698,-0.0121,-0.0065,3580,-69.25,-23.56,35.26,117.21,-18.79,6.48,3.1,983.56,65.875,42.489906,-83.436005,774.22,891.2043947,,25.81,10.374194,178.7,16 / 19,267019,2018-07-24 13:19:50:607
-1.0804,3.6993,9.5737,-1.0839,3.1161,9.235,-0.1688,0.4491,0.3254,0.0471,0.0095,-0.0059,3589,-68.46,-23.31,31.24,118.08,-18.53,6.69,3.1,983.54,65.56,42.489834,-83.436,774.26,891.2043947,,29.66,10.374194,178.6,15 / 19,267518,2018-07-24 13:19:51:106
-1.0792,3.99,6.3864,-1.045,3.197,9.2118,-0.2278,0.2134,-0.8031,-0.016,-0.0051,0.0044,3376,-68.32,-23.48,34.67,119.16,-19.33,6.65,3.1,983.52,69.567,42.489834,-83.436,774.26,891.2043947,,29.66,10.374194,178.6,15 / 19,268019,2018-07-24 13:19:51:607
-0.6185,3.5438,8.9456,-1.0269,3.225,9.2041,-0.0141,0.4108,-0.5562,-0.0493,-1.00E-04,0.0066,3132,-67.68,-22.72,37.38,119.76,-19.2,6.37,3.1,983.47,65.264,42.489746,-83.436,773.65,891.2043947,,33.8,10.374194,179,15 / 19,268518,2018-07-24 13:19:52:106
-1.2048,3.6778,10.191,-1.0488,3.2941,9.1771,0.0302,0.2238,0.047,-0.0233,-0.0064,0.0038,1525,-68.14,-22.02,35.08,118.76,-19.45,6.52,3.1,983.49,65.371,42.489746,-83.436,773.65,891.2043947,,33.8,10.374194,179,15 / 19,269019,2018-07-24 13:19:52:607
-1.0014,3.6838,10.0881,-1.0836,3.3166,9.1649,-0.0748,-0.2624,-0.5421,0.0408,0.0205,0.0039,1872,-69.47,-22.89,35.61,119.42,-19.69,6.53,3.1,983.45,66.722,42.48965,-83.436,774.68,891.2043947,,38.56,10.374194,178.5,15 / 19,269519,2018-07-24 13:19:53:107
-0.7896,3.5533,8.3019,-1.0745,3.2523,9.189,-0.2291,0.3654,1.1762,0.0752,0.0233,0.0131,2287,-68.84,-24.03,33.6,119.38,-19.03,6.74,3.1,983.42,67.136,42.48965,-83.436,774.68,891.2043947,,38.56,10.374194,178.5,15 / 19,270018,2018-07-24 13:19:53:606
-0.7992,3.3117,8.7482,-1.0972,3.2537,9.1859,-0.1767,0.1358,-0.4597,0.0126,0.0324,-0.0017,2989,-69.34,-23.32,34.29,118.91,-19.38,6.81,3.1,983.32,67.632,42.489544,-83.43599,774.79,891.2043947,,42.66,10.374194,178.4,15 / 19,270518,2018-07-24 13:19:54:106
-1.1545,2.9456,8.3545,-1.2088,3.2669,9.1672,-0.1219,0.0305,0.3707,-0.008,-0.0305,0.0067,3243,-69.21,-25.1,32.36,120.07,-19.39,7.61,3.1,983.33,71.207,42.489544,-83.43599,774.79,899.3862697,,42.66,10.374194,178.4,15 / 19,271018,2018-07-24 13:19:54:606
-0.408,3.1346,8.3282,-1.094,3.2524,9.1867,0.0375,-0.1481,-0.4677,-0.0181,0.0343,-0.0099,2615,-69.58,-22.15,35.39,118.18,-19.37,6.79,3.1,983.22,68.614,42.489426,-83.43598,774.38,899.3862697,,47.09,10.374194,177.8,15 / 19,271518,2018-07-24 13:19:55:106
-0.6449,3.326,8.9599,-1.1195,3.3,9.1666,0.1241,-0.3017,-0.4971,-0.0271,0.0315,-0.009,3255,-69.38,-24.59,33.8,120.37,-19.85,6.86,3.1,983.25,59.286,42.489426,-83.43598,774.38,899.3862697,,47.09,10.374194,177.8,15 / 19,272019,2018-07-24 13:19:55:607
-1.1091,3.1633,9.5952,-1.1823,3.1914,9.1971,0.059,-0.2837,0.4723,0.0113,0.007,-0.0044,3666,-70.17,-21.75,34.18,118.03,-18.97,7.3,3.1,983.26,64.49,42.489296,-83.435974,773.67,899.3862697,,51.23,10.374194,177.9,14 / 19,272518,2018-07-24 13:19:56:106
-1.1174,2.6465,10.0223,-1.2075,3.0795,9.2319,0.1138,-0.5866,0.5275,-0.0029,0.0207,-0.0089,3173,-68.62,-23.6,34.84,119.75,-18.5,7.32,3.1,983.23,62.649,42.489296,-83.435974,773.67,899.3862697,,51.23,10.374194,177.9,14 / 19,273018,2018-07-24 13:19:56:606
-1.4752,2.1488,9.2423,-1.2439,2.8994,9.2853,0.0197,-0.6102,-0.2895,-0.0085,-0.0172,2.00E-04,2991,-67.61,-22.58,33.85,118.82,-17.2,7.63,3.1,983.19,60.763,42.48915,-83.43597,774.86,899.3862697,,54.07,10.374194,178.1,14 / 19,273519,2018-07-24 13:19:57:107
-1.2359,2.7542,9.2471,-1.185,2.8328,9.3135,-0.0859,-0.1496,-0.3536,-0.016,-0.0046,0.0038,3658,-67.62,-22.53,32.18,118.01,-16.86,7.28,3.1,983.15,62.227,42.48915,-83.43597,774.86,899.3862697,,54.07,10.374194,178.1,14 / 19,274019,2018-07-24 13:19:57:607
-1.2012,2.93,9.6275,-1.1568,2.8545,9.3104,-0.1138,0.056,0.5038,0.0122,0.011,4.00E-04,3753,-69.2,-20.43,33.36,115.81,-16.92,7.08,3.1,983.14,62.278,42.489014,-83.43596,776.55,899.3862697,,55.4,10.374194,178.3,14 / 19,274518,2018-07-24 13:19:58:106
-1.407,2.9839,9.7256,-1.1858,2.8991,9.293,0.0531,0.0446,-0.3807,-0.0061,0.0059,-0.0019,3708,-68.33,-23.21,33.98,118.63,-17.23,7.23,3.1,983.13,63.233,42.489014,-83.43596,776.55,899.3862697,,55.4,10.374194,178.3,14 / 19,275018,2018-07-24 13:19:58:606
-1.5159,3.0999,9.6742,-1.2771,2.9166,9.2754,-0.2352,0.0813,0.1163,0.0031,0.0036,0.013,3683,-68.08,-22.91,33.24,118.63,-17.28,7.69,3.1,983.08,62.852,42.488873,-83.43595,775.81,899.3862697,,57.92,10.374194,178.2,14 / 19,275519,2018-07-24 13:19:59:107
-1.3639,3.1346,9.6251,-1.3255,2.9451,9.2596,0.0388,0.0203,0.054,-0.0021,0.0082,0.0038,3439,-67.39,-23.47,34.98,119.83,-17.45,8.15,3.1,983.08,62.924,42.488873,-83.43595,775.81,899.3862697,,57.92,10.374194,178.2,14 / 19,276018,2018-07-24 13:19:59:606
-1.3208,2.9922,9.5557,-1.3443,2.9274,9.2625,0.1947,-0.1884,0.2945,0.0061,0.0236,-0.008,2963,-67.87,-23.46,35.01,119.48,-17.37,8.26,3.1,983.01,63.957,42.48872,-83.43595,774.57,899.3862697,,61.06,10.374194,177.8,14 / 19,276518,2018-07-24 13:20:00:106
-1.4094,2.5579,9.1681,-1.379,2.8175,9.2914,0.0695,-0.2869,0.2178,-0.0028,-0.0109,-7.00E-04,1361,-67.79,-22.75,33.88,119.1,-16.77,8.52,3.1,983,63.596,42.48872,-83.43595,774.57,899.3862697,,61.06,10.374194,177.8,14 / 19,277020,2018-07-24 13:20:00:608
-1.2706,2.6536,9.8895,-1.4095,2.7429,9.3091,0.1305,0.0304,0.5171,0.0145,0.0089,-0.0089,1957,-68.96,-21.88,34.08,117.89,-16.24,8.61,3.1,983.02,63.812,42.48856,-83.43594,774.75,899.3862697,,63.47,10.374194,177.9,14 / 19,277519,2018-07-24 13:20:01:107
-2.1009,3.0365,11.6949,-1.3266,2.8637,9.2849,-0.1444,-0.0449,0.9749,0.0362,-0.0955,0.0092,3236,-71.5,-21.07,37.65,117.48,-16.46,8.91,3.1,982.99,64.557,42.48856,-83.43594,774.75,899.3862697,,63.47,10.374194,177.9,14 / 19,278019,2018-07-24 13:20:01:607
-1.0959,2.729,9.7352,-1.214,2.843,9.3067,-0.1964,-0.183,0.2777,-0.0036,-0.0034,0.0085,3619,-69.36,-23.26,35.74,118.73,-16.85,7.43,3.1,982.98,65.12,42.48839,-83.435936,775.57,899.3862697,,65.48,10.374194,178,14 / 19,278519,2018-07-24 13:20:02:107
-1.3424,2.7003,9.2267,-1.2396,2.7856,9.3206,-0.2529,-0.1852,-0.4403,-0.02,-0.0122,0.018,3823,-69.3,-23.79,33.81,118.88,-16.69,7.53,3.1,983,64.292,42.48839,-83.435936,775.57,899.3862697,,65.48,10.374194,178,14 / 19,279019,2018-07-24 13:20:02:607
-1.4237,2.6668,8.4622,-1.2462,2.8288,9.3067,-0.1393,-0.0774,-0.3391,-0.021,0.0363,0.0098,3839,-69.69,-21.36,33.29,116.33,-16.85,7.49,3.1,982.94,65.202,42.488224,-83.43593,774.91,899.3862697,,67.75,10.374194,177.8,14 / 19,279519,2018-07-24 13:20:03:107
-1.2873,2.5974,9.0054,-1.2093,2.7632,9.3313,-0.1215,-0.0429,-0.2399,-0.0148,-0.0256,0.0194,3842,-69.5,-23.15,32.6,116.85,-16.55,7.42,3.1,982.92,65.051,42.488224,-83.43593,774.91,899.3862697,,67.75,10.374194,177.8,14 / 19,280018,2018-07-24 13:20:03:606
-1.1067,2.7206,10.0223,-1.0982,2.7826,9.3392,-0.0352,-0.1955,0.5367,0.0052,0.0215,0.0112,3853,-70.44,-21.77,33.32,116.48,-16.48,6.71,3.1,982.97,64.871,42.48805,-83.43592,776.4,899.3862697,,70.02,10.374194,177,13 / 19,280519,2018-07-24 13:20:04:107
-1.2802,2.7206,10.934,-1.1232,2.7423,9.3482,-0.055,-0.3285,1.0827,0.0271,-0.0019,0.0146,3854,-69.64,-22.96,34.36,117.3,-16.16,6.81,3.1,982.95,65.639,42.48805,-83.43592,776.4,899.3862697,,70.02,10.374194,177,13 / 19,281019,2018-07-24 13:20:04:607
-0.7705,2.3294,9.9625,-1.1596,2.6001,9.3843,0.2017,-0.4842,-0.0428,-0.0165,0.0048,-0.0043,3858,-69.4,-23.2,32.64,117.19,-15.37,7.04,3.1,982.94,64.04,42.487873,-83.435905,774.78,899.3862697,,71.68,10.374194,176.3,14 / 19,281520,2018-07-24 13:20:05:108
-0.597,2.3785,10.4004,-1.0619,2.5941,9.3975,0.3519,-0.1758,0.9219,0.043,0.0301,-0.0108,3872,-67.85,-26.26,26.71,117.83,-15.14,6.4,3.1,982.98,64.606,42.487873,-83.435905,774.78,899.3862697,,71.68,10.374194,176.3,14 / 19,282024,2018-07-24 13:20:05:612
-0.3685,2.2241,8.5197,-0.9821,2.5279,9.4242,0.3682,-0.422,0.4475,0.0038,-0.03,-0.0052,3854,-66.48,-25.43,26.42,117.6,-15.28,6.25,3.1,982.94,63.62,42.487698,-83.43589,772.39,899.3862697,,71.93,10.374194,176.1,15 / 19,282518,2018-07-24 13:20:06:106
-0.0658,2.4443,8.6429,-0.7235,2.4852,9.4589,0.5994,-0.3558,-0.5165,-0.0153,0.0188,-0.0119,3865,-67.77,-26.01,29.6,117.52,-14.79,4.43,3.1,982.99,63.75,42.487698,-83.43589,772.39,899.3862697,,71.93,10.374194,176.1,15 / 19,283018,2018-07-24 13:20:06:606
-0.9392,2.7218,10.1025,-0.7992,2.4952,9.4502,0.1777,0.378,0.1688,0.0296,-0.0103,-0.0143,3865,-67.89,-25.4,28.22,116.59,-14.74,4.83,3.1,982.93,64.681,42.48751,-83.435875,771.01,899.3862697,,71.46,10.374194,176.7,15 / 19,283519,2018-07-24 13:20:07:107
-0.6544,2.9611,9.8548,-0.7817,2.6211,9.4175,0.188,0.2617,-0.0238,0.0098,0.0047,-0.0144,3862,-67.6,-26.53,30.25,118.5,-15.14,4.92,3.1,982.91,65.153,42.48751,-83.435875,771.01,899.3862697,,71.46,10.374194,176.7,15 / 19,284019,2018-07-24 13:20:07:607
-0.8495,2.9731,10.1946,-0.8406,2.7724,9.369,-0.0771,0.1336,0.196,0.0065,-0.0092,-0.0064,3887,-66.35,-26.3,29.89,119.07,-16.42,5.13,3.1,982.89,65.889,42.48733,-83.43587,769.88,899.3862697,,71.78,10.374194,177.5,15 / 19,284520,2018-07-24 13:20:08:108
-0.7681,2.747,9.3715,-0.8356,2.7208,9.3845,0.0032,-0.1698,0.2279,-0.0076,0.0154,-0.0095,3899,-69.98,-23.19,33.89,116.47,-16.11,5.09,3.1,982.91,65.199,42.48733,-83.43587,769.88,899.3862697,,71.78,10.374194,177.5,15 / 19,285018,2018-07-24 13:20:08:606
-0.816,2.5065,9.1537,-0.8397,2.6097,9.4157,-0.0247,-0.2837,-0.1937,-0.0057,-0.0132,5.00E-04,3913,-69.67,-22.38,34.28,115.69,-15.83,5.09,3.1,982.94,63.439,42.487152,-83.43586,769.63,899.3862697,,73.04,10.374194,178.1,15 / 19,285519,2018-07-24 13:20:09:107
-0.8471,2.6536,10.1408,-0.8427,2.5384,9.4349,-0.1074,-0.237,0.1428,0.0091,0.0137,0.0015,3935,-71.24,-23.29,34.55,116.34,-14.99,5.04,3.1,982.95,64.275,42.487152,-83.43586,769.63,899.3862697,,73.04,10.374194,178.1,15 / 19,286018,2018-07-24 13:20:09:606
-0.7059,2.2193,9.3954,-0.822,2.4699,9.4549,0.0166,-0.0674,0.0672,-0.0126,0.0047,-0.001,3946,-68.86,-23.59,34.15,116.82,-14.59,4.97,3.1,982.93,64.336,42.486973,-83.435844,766.78,899.3862697,,73.48,10.374194,178.3,15 / 19,286519,2018-07-24 13:20:10:107
-1.1653,2.3306,9.7149,-0.9514,2.367,9.469,-0.1414,-0.1706,0.0513,-0.004,0.0094,-0.002,3946,-69.43,-23.27,34.3,116.21,-14.04,5.63,3.1,982.9,63.766,42.486973,-83.435844,766.78,899.3862697,,73.48,10.374194,178.3,15 / 19,287018,2018-07-24 13:20:10:606
-0.798,2.2385,9.8572,-0.9087,2.3395,9.48,0.0015,-0.13,0.1545,4.00E-04,0.0037,-2.00E-04,3955,-68.9,-21.34,34.68,114.86,-13.8,5.48,3.1,982.96,64.192,42.486794,-83.435844,764.71,899.3862697,,73.58,10.374194,178.3,15 / 19,287519,2018-07-24 13:20:11:107
-0.7537,2.004,10.0582,-0.9169,2.2448,9.5021,-0.0706,-0.2111,0.0393,0.0041,-0.0028,7.00E-04,3951,-68.08,-23.76,34.84,117.03,-13.31,5.42,3.1,982.95,63.856,42.486794,-83.435844,764.71,899.3862697,,73.58,10.374194,178.3,15 / 19,288018,2018-07-24 13:20:11:606
-0.7394,2.3246,10.8622,-0.7136,2.263,9.5153,0.0412,0.1568,0.7204,-0.0049,-0.0182,0.0105,3816,-65.52,-23.8,36.05,117.5,-13.29,4.47,3.1,982.96,65.042,42.486603,-83.43584,764.1,899.3862697,,73.48,10.374194,178.2,15 / 19,288519,2018-07-24 13:20:12:107
-0.5264,2.5077,9.7735,-0.7497,2.2364,9.5188,-0.0962,0.4338,0.8791,0.0162,-0.0265,-0.0085,3976,-71.5,-20.56,42.03,114.45,-13.04,4.45,3.1,982.91,69.332,42.486603,-83.43584,764.1,899.3862697,,73.48,10.374194,178.2,15 / 19,289018,2018-07-24 13:20:12:606
-1.06,2.5687,9.9087,-0.7907,2.3374,9.4911,0.2112,0.2264,-1.072,-0.025,-0.0159,-0.0093,4006,-76.07,-24.45,40.81,115.53,-13.79,4.76,3.1,982.87,68.85,42.486416,-83.43582,767.53,899.3862697,,73.3,10.374194,178,15 / 19,289519,2018-07-24 13:20:13:107
-0.4523,2.2983,9.1107,-0.7965,2.3269,9.4932,-0.131,-0.0103,0.0824,0.0141,-0.0085,-0.0028,4006,-73.45,-25.25,48.65,118.52,-13.77,4.73,3.1,982.88,69.009,42.486416,-83.43582,767.53,899.3862697,,73.3,10.374194,178,15 / 19,290018,2018-07-24 13:20:13:606
-1.1868,2.0267,9.6216,-0.8033,2.3104,9.4967,-0.0364,-0.0582,0.1464,-0.0245,0.0149,0.0017,4007,-69.83,-16.69,42.39,112.76,-13.63,4.84,3.1,982.89,66.516,42.486237,-83.435814,768.36,899.3862697,,73.94,10.374194,178.3,15 / 19,290518,2018-07-24 13:20:14:106
-0.9571,2.1212,8.9097,-0.8189,2.2922,9.4998,-0.0913,-0.0888,-0.3391,0.0034,8.00E-04,-3.00E-04,4017,-73.47,-21.35,57.44,117.42,-13.55,4.92,3.1,982.92,65.839,42.486237,-83.435814,768.36,899.3862697,,73.94,10.374194,178.3,15 / 19,291018,2018-07-24 13:20:14:606
-1.1294,1.8233,8.9348,-0.8237,2.2484,9.5098,0.1386,-0.1058,-0.2657,-0.025,0.0079,0,4017,-72.51,-18.34,45.17,113.07,-13.4,4.88,3.1,982.91,67.938,42.486053,-83.43581,770.75,899.3862697,,74.52,10.374194,178.4,14 / 19,291518,2018-07-24 13:20:15:106
-0.8339,2.2385,9.0676,-0.8132,2.2569,9.5087,-0.0505,0.0541,-0.2389,-0.0151,0.0212,0.0042,4010,-68.02,-18.88,34.78,113.29,-13.38,4.88,3.1,982.91,68.252,42.486053,-83.43581,770.75,874.0448652,,74.52,10.374194,178.4,14 / 19,292020,2018-07-24 13:20:15:608
-1.5242,2.5986,9.4576,-0.8145,2.2878,9.5012,-0.13,0.0528,-0.3438,7.00E-04,-0.0031,0.0023,3999,-72.23,-23.5,38.99,116.32,-13.49,4.9,3.1,982.94,69.074,42.485863,-83.4358,772.63,874.0448652,,74.77,13.832258,178.2,14 / 19,292519,2018-07-24 13:20:16:107
-0.4869,2.9193,10.9579,-0.8415,2.3482,9.4841,-0.01,0.342,0.9098,-0.0079,0.0175,-0.0056,4018,-63.09,-19.46,47.94,117.89,-13.59,5.01,3.1,982.95,67.574,42.485863,-83.4358,772.63,874.0448652,,74.77,13.832258,178.2,14 / 19,293019,2018-07-24 13:20:16:607
-0.4343,2.4694,7.0253,-1.0146,2.2356,9.4944,0.3858,0.1383,-1.1834,-0.0748,0.071,-0.0236,4007,-67.92,-22.61,33.05,116.16,-13.54,5.69,3.1,982.88,68.086,42.485676,-83.43578,772.97,874.0448652,,75.56,13.832258,178.1,15 / 19,293519,2018-07-24 13:20:17:107
