ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude,LOCATION Altitude-google,LOCATION Altitude-atmospheric pressure,LOCATION Speed,LOCATION Accuracy,LOCATION ORIENTATION,Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-0.1507,2.3521,9.0281,-1.3193,1.9617,9.5174,0.0849,0.5686,-0.7607,-0.7094,2.0057,-0.2944,4848,-20.84,4.91,9.22,83.08,-16.18,-2.99,3.1,983.27,48.01,42.498104,-83.44128,794.74,NaN,,0,27.664516,,14 / 18,19,2018-07-24 13:15:23:607
1.1222,0.256,7.5087,5.0119,2.1785,8.1428,-3.6879,-1.7579,2.1964,-1.1028,-4.2549,0.9273,5126,-27.35,20.55,10.94,53.17,-12.84,-31.61,3.1,983.26,47.497,42.498104,-83.44128,794.74,NaN,,0,27.664516,,14 / 18,519,2018-07-24 13:15:24:107
-0.1842,5.6136,8.8893,1.0359,3.4558,9.1189,-1.2726,0.934,1.1266,0.0617,0.5348,0.7036,3071,-40.26,3.94,4.82,82.16,-21.71,-14.05,3.1,983.23,49.659,42.498104,-83.44128,794.74,NaN,,0,27.664516,,14 / 18,1018,2018-07-24 13:15:24:606
-0.6532,3.2064,9.3416,-0.611,3.1028,9.2828,-0.0032,0.0038,0.007,2.00E-04,0.0017,0,2466,-23.01,12.38,-22.67,53.4,-18.42,3.75,3.1,983.29,51.387,42.498104,-83.44128,794.74,NaN,,0,27.664516,,14 / 18,1518,2018-07-24 13:15:25:106
-0.6413,3.1657,9.4301,-0.6136,3.1054,9.2817,0.0012,0.0077,0.0319,7.00E-04,0.0013,2.00E-04,3780,-22.97,13.28,-23.36,52,-18.46,3.78,3.1,983.29,51.475,42.498104,-83.44128,794.74,NaN,,0,27.664516,,14 / 18,2018,2018-07-24 13:15:25:606
-0.6437,3.1633,9.478,-0.616,3.1109,9.2797,-0.0082,-0.002,0.0048,-2.00E-04,7.00E-04,4.00E-04,3791,-23.73,11.89,-22.75,54.52,-18.49,3.8,3.1,983.28,50.922,42.498104,-83.44128,794.74,914.0059719,,0,27.664516,,15 / 18,2518,2018-07-24 13:15:26:106
-0.6293,3.1753,9.4588,-0.6139,3.1075,9.281,0.0041,-0.0206,0.0148,-2.00E-04,7.00E-04,2.00E-04,3788,-23.68,12.12,-21.8,54.91,-18.49,3.78,3.1,983.27,52.68,42.498104,-83.44128,794.74,914.0059719,,0,27.664516,,15 / 18,3019,2018-07-24 13:15:26:607
-0.6843,3.1872,9.3703,-0.6174,3.1116,9.2794,0.0103,-0.0177,-0.0158,-6.00E-04,0.0021,6.00E-04,3777,-23.25,12.24,-19.51,54.64,-18.5,3.81,3.1,983.29,51.917,42.498104,-83.44128,794.74,914.0059719,,0,27.664516,,15 / 18,3518,2018-07-24 13:15:27:106
-0.7011,3.685,9.5785,-0.6482,3.3103,9.2083,-0.0587,0.3184,-0.1265,0.0021,-0.0014,0.0041,3777,-23.31,14.4,-19.89,51.61,-19.24,3.94,3.1,983.28,53.351,42.498104,-83.44128,794.74,914.0059719,,0,27.664516,,15 / 18,4018,2018-07-24 13:15:27:606
-0.7394,3.6945,9.2602,-0.7026,3.5932,9.0975,0.0041,-0.0733,0.035,-0.0054,0.0066,0.0141,3769,-22.72,11.99,-19.32,54.42,-21.42,4.39,3.1,983.29,52.178,42.498104,-83.44128,794.74,914.0059719,,0,27.664516,,15 / 18,4518,2018-07-24 13:15:28:106
-0.6006,3.1298,9.5139,-0.6676,3.3813,9.181,0.0668,-0.3394,0.0769,-4.00E-04,-2.00E-04,0.0127,3784,-21.76,12.92,-22.44,51.62,-20.67,4.3,3.1,983.27,51.238,42.498104,-83.44128,794.74,914.0059719,,0,27.664516,,15 / 18,5018,2018-07-24 13:15:28:606
-0.5838,2.9934,9.3846,-0.6341,3.1567,9.263,0.0535,-0.173,0.0322,-8.00E-04,-2.00E-04,0.0094,3784,-21.87,12.34,-19.89,53.42,-18.78,3.92,3.1,983.29,51.508,42.498104,-83.44127,793.53,914.0059719,,1.26,10.374194,97.8,15 / 18,5519,2018-07-24 13:15:29:107
-0.6293,3.0413,9.466,-0.6169,3.0348,9.3048,0.0168,-0.0435,0.0103,0.0023,-4.00E-04,0.0025,3785,-22.59,12.62,-19.61,54.32,-18.08,3.82,3.1,983.28,54.971,42.498104,-83.44127,793.53,914.0059719,,1.26,10.374194,97.8,15 / 18,6018,2018-07-24 13:15:29:606
-0.6939,3.125,9.2578,-0.6111,3.0239,9.3088,0.013,0.0803,0.0312,0.0035,-0.0065,-0.0036,3799,-20.88,11.81,-21.16,51.99,-17.96,3.76,3.1,983.29,51.367,42.498104,-83.44127,793.53,914.0059719,,1.26,10.374194,97.8,15 / 18,6519,2018-07-24 13:15:30:107
-0.6748,3.338,9.454,-0.6213,3.1646,9.2612,-0.0151,0.1136,-0.0084,7.00E-04,3.00E-04,-0.0103,3795,-21.78,12.42,-19.82,53.4,-18.65,3.79,3.1,983.27,50.95,42.498104,-83.44127,793.53,914.0059719,,1.26,10.374194,97.8,15 / 18,7018,2018-07-24 13:15:30:606
-0.6604,3.3212,9.4875,-0.6293,3.2241,9.2401,-0.0158,0.0242,0.0045,0,-0.0044,-0.0156,3803,-20.12,12.37,-20.8,50.26,-19.19,3.9,3.1,983.28,52,42.498104,-83.44126,796.21,914.0059719,,1.55,10.374194,96.9,15 / 18,7518,2018-07-24 13:15:31:106
-0.5838,3.216,9.5809,-0.6207,3.1747,9.2578,-0.0229,-0.0129,0.0111,9.00E-04,-0.0042,-0.0183,3803,-21.02,11.46,-21.25,53.6,-18.92,3.81,3.1,983.28,56.063,42.498104,-83.44126,796.21,914.0059719,,1.55,10.374194,96.9,15 / 18,8018,2018-07-24 13:15:31:606
-0.6461,3.0269,9.3583,-0.6035,3.1052,9.2825,0.0177,-0.1343,0.0209,0.0053,-0.0152,-0.0226,3874,-21.38,9.98,-21.38,54.89,-18.46,3.72,3.1,983.29,52.288,42.498104,-83.44126,796.21,914.0059719,,1.55,10.374194,96.9,14 / 18,8519,2018-07-24 13:15:32:107
-0.5695,3.1394,9.5378,-0.5977,3.0321,9.307,0.0083,0.0952,-0.0237,0.0061,-0.0079,-0.024,3889,-22.45,10.77,-19.11,55.61,-17.93,3.7,3.1,983.26,51.526,42.498104,-83.44126,796.21,914.0059719,,1.55,10.374194,96.9,14 / 18,9019,2018-07-24 13:15:32:607
-0.6461,3.7184,9.2363,-0.6182,3.2945,9.216,-0.0457,0.3555,-0.1386,0.0031,-0.013,-0.0362,3885,-21.35,9.45,-19.62,56.58,-19.63,3.84,3.1,983.27,51.793,42.498104,-83.44125,803.19,914.0059719,,1.66,10.374194,95.2,14 / 18,9518,2018-07-24 13:15:33:106
-0.457,3.6826,9.4397,-0.5628,3.4922,9.1465,0.1223,0.0566,0.0419,0.0033,-0.0193,-0.0651,3878,-20.93,9.24,-18.12,57.07,-20.8,3.65,3.1,983.27,50.979,42.498104,-83.44125,803.19,914.0059719,,1.66,10.374194,95.2,14 / 18,10018,2018-07-24 13:15:33:606
-0.2273,3.3188,9.3344,-0.3453,3.3863,9.197,0.0982,-0.0752,-0.0063,0.0106,-0.0537,-0.1586,3859,-22.56,9.52,-17.33,57.67,-20.2,2.15,3.1,983.26,53.108,42.498104,-83.44125,803.19,914.0059719,,1.66,10.374194,95.2,14 / 18,10518,2018-07-24 13:15:34:106
-0.4164,3.2686,9.3512,-0.3832,3.329,9.2164,-0.0168,-0.1011,-0.0207,0.0127,-0.0492,-0.2013,3833,-23.06,9.51,-17.78,57.28,-19.95,2.27,3.1,983.26,53.237,42.498104,-83.44125,803.19,914.0059719,,1.66,10.374194,95.2,14 / 18,11019,2018-07-24 13:15:34:607
-0.2058,3.0126,9.32,-0.3265,3.215,9.2589,0.1323,-0.2332,-0.0118,0.0147,-0.0657,-0.2284,3837,-19.05,6.41,-16.1,61.33,-19.14,2.02,3.1,983.26,52.039,42.4981,-83.44124,807.59,914.0059719,,3.92,10.374194,113.7,14 / 18,11519,2018-07-24 13:15:35:107
-0.1627,3.5797,9.3918,-0.3078,3.3151,9.2242,0.0918,0.1981,-0.0524,0.0184,-0.0879,-0.2628,3822,-20.07,5.09,-18.25,63.09,-19.41,1.99,3.1,983.26,52.54,42.4981,-83.44124,807.59,914.0059719,,3.92,10.374194,113.7,14 / 18,12018,2018-07-24 13:15:35:606
-0.0526,3.6682,9.3966,-0.2058,3.4378,9.182,0.1346,0.1155,-0.0321,0.0214,-0.1001,-0.3337,3758,-19.34,5.48,-15.02,63.14,-20.52,1.28,3.1,983.26,52.781,42.498096,-83.44122,807.4,914.0059719,,4.03,10.374194,114.6,14 / 18,12518,2018-07-24 13:15:36:106
-0.0838,3.4433,9.2841,-0.1598,3.5131,9.1544,0.0905,-0.0723,-0.003,0.0284,-0.1115,-0.3817,3668,-17.06,3.99,-14.76,62.56,-20.81,0.99,3.1,983.25,52.566,42.498096,-83.44122,807.4,914.0059719,,4.03,10.374194,114.6,14 / 18,13019,2018-07-24 13:15:36:607
-0.1555,3.7567,9.2985,-0.1484,3.6155,9.1147,0.0335,0.1092,-0.0137,0.0306,-0.125,-0.3956,3615,-13.89,0.5,-16.05,64.69,-21.63,0.93,3.1,983.24,53.989,42.498093,-83.441216,806.8,914.0059719,,4.68,10.374194,114.1,14 / 18,13519,2018-07-24 13:15:37:107
-0.1244,3.9434,9.1621,-0.2456,3.7768,9.0469,0.1341,0.0219,-0.0151,0.0243,-0.1144,-0.3414,3593,-12.25,1.24,-16.92,59.59,-22.49,1.51,3.1,983.25,54.574,42.498093,-83.441216,806.8,914.0059719,,4.68,10.374194,114.1,14 / 18,14018,2018-07-24 13:15:37:606
-0.4451,3.9027,9.1549,-0.3733,3.8504,9.0114,-0.0482,-0.042,-0.0367,0.0143,-0.0903,-0.2726,3526,-7.86,1.37,-17.83,47.8,-23.07,2.12,3.1,983.23,54.779,42.49808,-83.4412,802.95,914.0059719,,7.78,10.374194,164.1,14 / 18,14518,2018-07-24 13:15:38:106
-0.7346,3.6682,9.265,-0.561,3.6789,9.0731,-0.1136,-0.1522,0.0544,0.0017,-0.0466,-0.1687,3490,-7.99,0.55,-16.85,51.15,-22.29,3.19,3.1,983.25,53.197,42.49808,-83.4412,802.95,914.0059719,,7.78,10.374194,164.1,14 / 18,15018,2018-07-24 13:15:38:606
-0.871,3.1705,9.5378,-0.6856,3.496,9.1366,-0.181,-0.3975,0.255,0.0027,-0.0262,-0.0376,3478,-7.62,2.13,-17.56,49.18,-20.88,4.29,3.1,983.23,53.021,42.498055,-83.44119,803.35,914.0059719,,10.04,10.374194,162.1,14 / 18,15518,2018-07-24 13:15:39:106
-0.7155,2.9839,9.4397,-0.6991,3.364,9.1851,0.042,-0.5519,0.1821,-0.0224,-0.0118,-0.013,3467,-7.61,3.92,-14.75,46.16,-20.56,4.46,3.1,983.24,52.501,42.498055,-83.44119,803.35,914.0059719,,10.04,10.374194,162.1,14 / 18,16019,2018-07-24 13:15:39:607
-0.804,3.0413,9.3703,-0.6868,3.1196,9.2718,-0.0372,-0.1752,0.0142,-0.0142,-0.0107,-0.0152,3456,-5.14,2.24,-17.6,40.14,-18.55,4.24,3.1,983.26,52.686,42.498028,-83.441185,803.32,914.0059719,,11.74,10.374194,172.8,14 / 18,16518,2018-07-24 13:15:40:106
-0.6174,2.9862,9.6526,-0.6425,2.9746,9.3225,0.059,-0.0515,0.1054,-0.0077,-0.0061,-0.0146,3448,-6.5,1.88,-17.82,48.71,-17.82,4.04,3.1,983.24,52.39,42.498028,-83.441185,803.32,914.0059719,,11.74,10.374194,172.8,14 / 18,17018,2018-07-24 13:15:40:606
-0.8231,2.9408,9.4397,-0.7286,2.9171,9.3344,-0.0467,7.00E-04,0.0661,-0.003,-0.0018,0.011,3444,-5.59,2.72,-18.71,41.6,-17.32,4.36,3.1,983.24,51.918,42.497997,-83.441185,802.26,914.0059719,,11.99,10.374194,177.1,13 / 18,17519,2018-07-24 13:15:41:107
-1.3232,2.8163,9.5067,-0.9244,2.864,9.3334,-0.4405,-0.1135,-0.0258,-0.003,0.0365,0.0611,3452,-6.27,2.69,-17,44.55,-17.01,5.28,3.1,983.24,52.468,42.497997,-83.441185,802.26,914.0059719,,11.99,10.374194,177.1,13 / 18,18018,2018-07-24 13:15:41:606
-1.9286,2.601,9.5282,-1.26,2.8046,9.3122,-0.5537,-0.2024,0.0397,-0.0024,0.0636,0.2014,3452,-5.52,1.03,-21.62,51.95,-16.62,7.71,3.1,983.25,53.056,42.497963,-83.441185,803.87,914.0059719,,12.46,10.374194,178.6,13 / 18,18519,2018-07-24 13:15:42:107
-2.3186,2.4957,9.3894,-1.65,2.7606,9.2643,-0.5369,-0.3196,0.1198,-0.0274,0.1061,0.2839,3444,-6.83,0.13,-21.49,62.44,-16.29,9.82,3.1,983.25,53.133,42.497963,-83.441185,803.87,914.0059719,,12.46,10.374194,178.6,13 / 18,19018,2018-07-24 13:15:42:606
-2.3139,2.3952,10.148,-1.7828,2.7153,9.2531,-0.5249,-0.427,0.4287,-0.0515,0.087,0.3442,3465,-7.45,0.37,-23.95,61.65,-16.07,10.91,3.1,983.27,53.675,42.497932,-83.441185,804.77,914.0059719,,12.74,10.374194,175.4,14 / 18,19518,2018-07-24 13:15:43:106
-2.5579,2.388,9.5067,-1.8842,2.8669,9.187,-0.5547,-0.5663,-0.0455,0.0047,0.1416,0.3733,3533,-10.06,0.27,-23.45,67.52,-16.67,11.22,3.1,983.27,54.076,42.497932,-83.441185,804.77,914.0059719,,12.74,10.374194,175.4,14 / 18,20018,2018-07-24 13:15:43:606
-2.4263,2.3426,9.1669,-1.8012,2.9509,9.1771,-0.4251,-0.6987,0.1777,-0.0523,0.1202,0.3859,3623,-13.8,1.03,-24.3,68.47,-17.52,11.06,3.1,983.27,56.822,42.4979,-83.44117,797.75,914.0059719,,13.18,10.374194,161.6,14 / 18,20518,2018-07-24 13:15:44:106
-2.2875,2.4837,9.2865,-1.8027,2.9873,9.165,-0.4996,-0.6046,0.2714,-0.0215,0.0994,0.3775,3746,-15.26,2.88,-23.74,64.98,-17.49,11.28,3.1,983.29,57.465,42.4979,-83.44117,797.75,914.0059719,,13.18,10.374194,161.6,14 / 18,21018,2018-07-24 13:15:44:606
-2.6106,2.7948,9.5234,-1.9054,3.1002,9.1065,-0.6092,-0.4005,-0.2826,-0.057,0.1342,0.3658,3790,-18.06,4.5,-25.25,65.49,-18.43,11.82,3.1,983.26,56.747,42.497875,-83.44114,796.26,914.0059719,,12.13,10.374194,142.9,15 / 18,21519,2018-07-24 13:15:45:107
-1.6606,2.936,10.0427,-1.7945,3.1769,9.1026,0.052,-0.3034,0.1497,-0.0641,0.0882,0.314,3817,-20.18,6.65,-24.21,61.8,-19.05,11.24,3.1,983.26,56.839,42.497875,-83.44114,796.26,914.0059719,,12.13,10.374194,142.9,15 / 18,22019,2018-07-24 13:15:45:607
-1.0983,3.0102,9.5378,-1.6622,3.1661,9.1315,0.4748,-0.3644,-0.0184,0.029,0.0512,0.1477,3829,-21.9,11.48,-23.18,57.45,-18.84,10.32,3.1,983.27,59.446,42.49786,-83.44109,792.42,914.0059719,,13.5,10.374194,119.1,16 / 18,22519,2018-07-24 13:15:46:107
-1.3519,3.0389,9.6407,-1.6938,3.2845,9.0837,0.3836,-0.2118,0.1299,0.0137,0.0194,0.0664,3814,-22.78,10.97,-22.72,58.37,-19.57,10.56,3.1,983.25,59.226,42.49786,-83.44109,792.42,914.0059719,,13.5,10.374194,119.1,16 / 18,23018,2018-07-24 13:15:46:606
-1.3687,2.9982,10.0307,-1.631,3.1964,9.1265,0.3097,-0.2658,0.5353,-0.0103,0.0151,0.0316,3802,-22.02,12.51,-22.1,53.87,-19.44,9.98,3.1,983.26,56.931,42.497856,-83.44104,792.42,914.0059719,,14.72,10.374194,102.6,16 / 18,23518,2018-07-24 13:15:47:106
-1.3878,2.9934,9.4947,-1.5671,3.2068,9.1341,0.1503,-0.3508,0.2027,0.0269,-0.0054,0.0108,3799,-19.98,10.98,-25.22,54.12,-18.97,9.73,3.1,983.28,55.661,42.497856,-83.44104,792.42,914.0059719,,14.72,10.374194,102.6,16 / 18,24018,2018-07-24 13:15:47:606
-1.127,2.7302,9.8584,-1.5111,3.1767,9.154,0.2816,-0.5832,0.2811,-0.023,0.0489,-0.0136,3802,-19.98,9.28,-26.57,56.31,-18.9,9.37,3.1,983.28,55.619,42.497856,-83.44099,790.09,914.0059719,,15.62,10.374194,92.7,16 / 18,24519,2018-07-24 13:15:48:107
-1.3232,2.7924,9.8632,-1.375,3.1199,9.1949,0.1892,-0.4767,0.3568,0.0108,-0.005,-6.00E-04,3806,-21.61,9.49,-26.11,53.52,-18.61,8.54,3.1,983.3,55.555,42.497856,-83.44099,790.09,912.5245476,,15.62,10.374194,92.7,16 / 18,25018,2018-07-24 13:15:48:606
-0.9332,2.3497,9.3751,-1.274,3.1111,9.2124,0.4289,-0.741,0.1436,0.0184,-0.0266,-0.001,3836,-22.88,10.75,-28.45,55.59,-18.5,7.87,3.1,983.3,56.944,42.497864,-83.440926,790.24,912.5245476,,15.95,10.374194,89.7,16 / 18,25518,2018-07-24 13:15:49:106
-0.9428,2.6967,10.0379,-1.0903,2.8782,9.3112,0.2803,-0.5828,0.3621,-0.0044,0.0068,-0.0116,3825,-23.47,11.15,-25.79,56.11,-17.34,6.74,3.1,983.29,56.228,42.497864,-83.440926,790.24,912.5245476,,15.95,10.374194,89.7,16 / 18,26019,2018-07-24 13:15:49:607
-1.261,2.857,9.5545,-1.0171,2.7198,9.3669,-0.1906,0.0486,-0.0515,-0.0034,-0.003,0.0141,3772,-23.65,9.46,-26.22,57.71,-16.2,6.17,3.1,983.28,56.313,42.497868,-83.44087,789.75,912.5245476,,14.58,10.374194,89.1,18 / 18,26518,2018-07-24 13:15:50:106
-1.3615,2.7494,9.5234,-0.9873,2.6611,9.3869,-0.3428,-0.0313,-0.2844,-0.0099,-0.002,0.042,3508,-21.22,11.55,-26.04,52.65,-15.86,5.99,3.1,983.29,55.127,42.497868,-83.44087,789.75,912.5245476,,14.58,10.374194,89.1,18 / 18,27018,2018-07-24 13:15:50:606
-1.608,2.8929,9.3464,-1.0815,2.6859,9.3694,-0.4617,0.2094,-0.1928,-0.0407,0.0988,0.1047,3405,-20.84,10.98,-27.91,53.92,-15.9,6.58,3.1,983.29,54.43,42.49787,-83.44083,791,912.5245476,,13.03,10.374194,88.9,18 / 18,27518,2018-07-24 13:15:51:106
-2.1368,3.0772,9.277,-1.2194,2.6993,9.3486,-0.8789,0.1074,0.0573,-0.016,0.0705,0.213,3726,-20.78,13.31,-26.39,51.95,-15.97,7.24,3.1,983.31,56.536,42.49787,-83.44083,791,912.5245476,,13.03,10.374194,88.9,18 / 18,28019,2018-07-24 13:15:51:607
-2.455,2.9623,8.6764,-1.2878,3.0375,9.235,-0.8848,-0.0626,-0.6125,0.0304,0.1112,0.2273,3836,-24.99,15.58,-22.36,53.5,-17.19,7.28,3.1,983.31,57.801,42.497875,-83.44078,792.53,912.5245476,,12.74,10.374194,86.2,18 / 18,28519,2018-07-24 13:15:52:107
-1.9478,3.0532,8.7864,-1.3392,3.1118,9.2029,-0.7632,0.0254,0.2331,-0.0097,0.0461,0.2702,3795,-24.6,16.72,-22.04,51.94,-18.56,8.41,3.1,983.32,57.935,42.497875,-83.44078,792.53,912.5245476,,12.74,10.374194,86.2,18 / 18,29021,2018-07-24 13:15:52:609
-1.9597,3.0006,8.6859,-1.3041,3.1309,9.2015,-0.6112,0.1748,0.3453,-0.0602,0.1122,0.2269,3779,-24.54,19.71,-22.1,48.32,-18.62,8.07,3.1,983.27,58.42,42.497887,-83.440735,794.48,912.5245476,,13.68,10.374194,77.4,18 / 18,29518,2018-07-24 13:15:53:106
-1.2754,4.2233,9.3368,-1.4005,3.3778,9.0994,-0.2324,0.4449,-0.4308,-0.001,0.1139,0.2682,3757,-24.59,21.02,-22.56,47.16,-19.77,8.78,3.1,983.25,57.432,42.497887,-83.440735,794.48,912.5245476,,13.68,10.374194,77.4,18 / 18,30018,2018-07-24 13:15:53:606
-2.613,3.5127,9.5713,-1.5521,3.3553,9.0831,-1.0604,0.1259,0.1619,-0.0091,0.0715,0.2635,3687,-22.07,23.31,-23.48,42.27,-19.76,9.58,3.1,983.29,58.753,42.49791,-83.4407,792.59,912.5245476,,15.73,10.374194,63,18 / 18,30518,2018-07-24 13:15:54:106
-2.0626,3.5462,9.6431,-1.5622,3.5163,9.0203,-0.5618,-0.0213,0.3034,0.0133,0.0723,0.2365,3660,-21.59,24.59,-24.36,39.97,-20.67,9.77,3.1,983.26,55.565,42.49791,-83.4407,792.59,912.5245476,,15.73,10.374194,63,18 / 18,31019,2018-07-24 13:15:54:607
-1.2682,3.1298,9.5139,-1.4386,3.4963,9.0486,0.1303,-0.5506,0.3204,-0.0576,0.0534,0.1273,3645,-19.11,26.15,-22.94,35.54,-20.89,9.03,3.1,983.24,53.812,42.49794,-83.44065,793.61,912.5245476,,17.35,10.374194,50.9,18 / 18,31519,2018-07-24 13:15:55:107
-0.8183,2.8187,9.8776,-1.3028,3.3304,9.1313,0.4469,-0.6437,0.4171,-0.0097,0.0338,0.0387,3649,-15.58,24.13,-29.86,32.35,-20.16,8.45,3.1,983.2,55.142,42.49794,-83.44065,793.61,912.5245476,,17.35,10.374194,50.9,18 / 18,32018,2018-07-24 13:15:55:606
-0.28,2.3354,9.4971,-1.1596,3.2016,9.1965,0.9432,-0.9658,0.2777,-0.0036,-0.0056,0.0015,3672,-17.32,24.02,-29.34,32.1,-19.39,7.83,3.1,983.16,53.272,42.498013,-83.44061,793.57,912.5245476,,18.68,10.374194,40.1,18 / 18,32518,2018-07-24 13:15:56:106
-0.1675,2.6201,9.5545,-1.0018,3.0038,9.2814,0.8629,-0.5133,-0.0507,0.0066,-0.0309,-0.0319,3676,-18.51,24.92,-29.24,33.55,-17.9,6.46,3.1,983.17,54.53,42.498013,-83.44061,793.57,912.5245476,,18.68,10.374194,40.1,18 / 18,33019,2018-07-24 13:15:56:607
0.3565,2.7494,9.5115,-0.5428,2.7978,9.3834,0.9829,-0.0937,-0.0142,-0.0046,-0.0616,-0.1576,3671,-18.08,24.7,-26.66,32.1,-16.67,3.62,3.1,983.18,54.881,42.498055,-83.4406,792.9,912.5245476,,17.42,10.374194,24.7,17 / 18,33518,2018-07-24 13:15:57:106
0.4092,2.6584,9.4325,-0.3532,2.7278,9.413,0.765,-0.1416,-0.084,0.0086,-0.0629,-0.23,3664,-19.21,22.94,-28.58,34.33,-16.32,2.91,3.1,983.2,55.232,42.498055,-83.4406,792.9,912.5245476,,17.42,10.374194,24.7,17 / 18,34018,2018-07-24 13:15:57:606
1.1988,2.4072,9.8848,-0.1074,2.6778,9.4334,1.3473,-0.2761,0.2859,0.0013,-0.0753,-0.3349,3705,-20.59,22.57,-27.09,35.9,-15.85,0.65,3.1,983.18,54.662,42.49809,-83.44056,792.24,912.5245476,,16.16,10.374194,32.6,17 / 18,34519,2018-07-24 13:15:58:107
1.3041,2.4024,10.349,-0.0042,2.7852,9.4028,1.1505,-0.5071,0.6672,0.0412,-0.0757,-0.4471,3678,-21.02,20.65,-26.87,37.26,-16.18,0.12,3.1,983.21,55.046,42.49809,-83.44056,792.24,912.5245476,,16.16,10.374194,32.6,17 / 18,35018,2018-07-24 13:15:58:606
0.9619,2.199,9.5809,0.0421,2.9118,9.3643,0.9085,-0.8391,0.2383,0.0497,-0.1042,-0.4943,3670,-24.43,16.87,-27.05,44.63,-17.04,-0.24,3.1,983.21,55.302,42.498104,-83.44051,795.82,912.5245476,,15.05,10.374194,60.9,17 / 18,35519,2018-07-24 13:15:59:107
0.9236,1.9382,9.9996,0.1107,2.9802,9.3422,0.6659,-1.068,0.3626,0.0314,-0.1148,-0.4827,3826,-23.96,13.61,-25.34,48.31,-17.75,-0.81,3.1,983.24,55.743,42.498104,-83.44051,795.82,912.5245476,,15.05,10.374194,60.9,17 / 18,36019,2018-07-24 13:15:59:607
0.1771,1.7803,10.1982,0.0521,2.9795,9.3429,0.1492,-1.3317,0.5546,0.0436,-0.0918,-0.3589,3807,-23.8,11.24,-24.15,53.17,-17.66,-0.48,3.1,983.26,55.65,42.49811,-83.440475,794.44,912.5245476,,13.64,10.374194,83.8,17 / 18,36519,2018-07-24 13:16:00:107
-0.481,1.8161,10.002,-0.0453,2.968,9.3466,-0.551,-1.2794,0.3475,0.0245,-0.0663,-0.2374,3754,-21.48,7.28,-22.7,57,-17.65,0.01,3.1,983.29,55.244,42.49811,-83.440475,794.44,912.5245476,,13.64,10.374194,83.8,17 / 18,37018,2018-07-24 13:16:00:606
-0.7513,1.5601,10.1121,-0.3756,2.3272,9.5191,-0.367,-0.8213,0.2018,0.0098,-0.0535,-0.1376,3641,-21.01,6.24,-21.93,63.6,-13.73,2.26,3.1,983.3,54.023,42.4981,-83.44044,793.95,912.5245476,,10.26,10.374194,111.9,16 / 18,37518,2018-07-24 13:16:01:106
-0.7657,1.6032,9.9302,-0.5738,1.757,9.6309,-0.1565,-0.1946,0,-0.0111,-0.0403,-0.0478,3600,-21.2,5.83,-23.58,65.17,-11.11,3.03,3.1,983.33,53.885,42.4981,-83.44044,793.95,912.5245476,,10.26,10.374194,111.9,16 / 18,38019,2018-07-24 13:16:01:607
-0.7178,1.7396,9.7771,-0.5978,1.7012,9.6394,-0.0919,0.044,-0.066,-0.0042,0.0314,-0.0441,3589,-20.54,7.38,-22.94,64.38,-10.01,3.24,3.1,983.31,52.693,42.498093,-83.440414,792.24,912.5245476,,6.19,10.374194,112.1,17 / 18,38521,2018-07-24 13:16:02:109
-0.8877,2.077,9.8489,-0.7466,1.8157,9.6081,-0.0811,0.2097,-0.0137,-0.0061,0.0068,-0.0156,3540,-20.12,5.5,-23.96,65.4,-10.4,4.27,3.1,983.32,53.527,42.498093,-83.440414,792.24,912.5245476,,6.19,10.374194,112.1,17 / 18,39018,2018-07-24 13:16:02:606
-0.8973,2.589,9.655,-0.7956,1.9399,9.5799,-0.0696,0.6025,-0.1941,0.0049,-0.0022,-0.0032,3529,-20.23,6.92,-25.23,62.59,-11.27,4.75,3.1,983.32,52.847,42.498093,-83.440414,792.24,912.5245476,,6.19,10.374194,112.1,17 / 18,39518,2018-07-24 13:16:03:106
-0.9739,3.5725,9.3368,-0.783,2.127,9.5411,-0.1389,1.4058,-0.4657,0.0112,-0.0156,-0.004,3544,-19.53,6.44,-22.46,65.25,-11.84,4.76,3.1,983.33,53.079,42.498093,-83.440414,792.24,912.5245476,,6.19,10.374194,112.1,17 / 18,40019,2018-07-24 13:16:03:607
-0.9356,3.5988,9.1884,-0.8402,2.9874,9.3027,-0.0502,0.5543,-0.1952,-0.0117,-0.0138,-0.0226,3548,-19.26,6.05,-23.32,59.89,-17.74,5.16,3.1,983.31,53.486,42.49809,-83.44041,793.57,912.5245476,,1.22,10.374194,116.5,18 / 18,40519,2018-07-24 13:16:04:107
-0.9021,3.283,9.3248,-0.852,3.1921,9.2334,0.029,0.0152,-0.0388,-0.002,-0.0248,-0.0321,3563,-19.58,5.61,-23.1,60.45,-18.98,5.38,3.1,983.32,53.031,42.49809,-83.44041,793.57,912.5245476,,1.22,10.374194,116.5,18 / 18,41018,2018-07-24 13:16:04:606
